firstbridge_id,date,NAV,AUM
2d978f9575674ccdb36825173cfe21ad,2025-01-31,17.78,976000.0
c7af141983dc4650a6df5b06e148d6aa,2025-01-31,17.78,976000.0
e50e993842904109a91fa792e93b16c1,2025-01-31,17.78,976000.0
